Batch,Enrolment Type,Grade, School,Phone,Parent Email,Booked Time,Attendance
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 2,Maple Tree School,911100222041,s2m_test_21051@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 4,B.D.M,911100221936,s2m_test_20949@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 1,The Cambridge international School,911100222143,s2m_test_21159@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 2,DELHI  PUBLIC  SCHOOL,911100221834,s2m_test_21076@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Rankers,911100222140,s2m_test_21150@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,SBOA school and junior college,911100222019,s2m_test_21156@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 1,Ingrahm Institute English medium school,911100222549,s2m_test_21561@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,DPS south,911100222147,s2m_test_21158@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Brisbane the school,911100222796,s2m_test_21820@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Shemford  Barara,911100222797,s2m_test_21821@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,Bharatiya Vidya Bhavans,911100222798,s2m_test_21822@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,St Joseph School,911100222799,s2m_test_21823@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Little Einsteins,911100222800,s2m_test_21824@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,Focus high school,911100222801,s2m_test_21825@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Nsn memorial,911100222802,s2m_test_21826@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Dps megacity,911100221703,s2m_test_20713@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,P. S. Senior Secondary school,911100222803,s2m_test_21827@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Shri ram universal school,911100222106,s2m_test_21117@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,KLE Sociaty's English Medium School,911100222804,s2m_test_21828@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 1,Dps megacity,911100221703,s2m_test_20713@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,The Shri Ram Universal School,911100222805,s2m_test_21829@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,Amrit Vidyalaya,911100222806,s2m_test_21830@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Ingraham institute,911100222807,s2m_test_21831@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 1,Kerala public school,911100222781,s2m_test_21805@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,St Joseph high school,911100222808,s2m_test_21832@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 3,Dps howrah,911100222790,s2m_test_21814@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 2,Bhavans,911100222783,s2m_test_21807@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Lawrence high school,911100222809,s2m_test_21833@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Mamta modern senior secondary school,911100222810,s2m_test_21834@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,AMRIT VIDYALAYA SCHOOL,911100222811,s2m_test_21835@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Indus Valley World School,911100222812,s2m_test_21836@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 2,Delhi public school,911100221834,s2m_test_21076@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Delhi public school,911100222813,s2m_test_21837@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 2,Kle,911100221882,s2m_test_20896@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Karla public school kadma,911100222814,s2m_test_21838@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 3,Amrit vidyalaya,911100222791,s2m_test_21815@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 4,Nsn memorial school chennai,911100222794,s2m_test_21818@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 4,Sat Paul Mittal School,911100222795,s2m_test_21819@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 1,St. Paul School,911100221988,s2m_test_20999@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 3,Delhi public school Megacity,911100222035,s2m_test_21045@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,New creation,911100222815,s2m_test_21839@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 3,Dps megacity,911100222035,s2m_test_21045@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 4,Rankers e techno school,911100221998,s2m_test_21009@tests2m.com,24-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,NSN,911100222150,s2m_test_21161@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,City Montessori school gomtinagar,911100221942,s2m_test_20955@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 3,Delhi School of Excellence,911100222816,s2m_test_21840@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,St. Paul,911100222817,s2m_test_21841@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Anand niketan maninagar,911100222152,s2m_test_21163@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,MANJUSRI PUBLIC SCHOOL,911100222154,s2m_test_21165@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,NSN memorial,911100221237,s2m_test_21171@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,Kamala niketan Montessori school,911100222165,s2m_test_21176@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,APS Delhi cantt,911100222163,s2m_test_21174@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Braintree International School,911100222169,s2m_test_21180@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,Kamalaniketan Montessori school,911100222170,s2m_test_21181@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Kv,911100222151,s2m_test_21162@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Kumarans,911100222153,s2m_test_21164@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,The Samhita Academy,911100222155,s2m_test_21166@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Kamala Niketan Montessori Hr.sec . school,911100222159,s2m_test_21170@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Alpine public school,911100222160,s2m_test_21172@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 3,Kamalaniketan Montessori school,911100222170,s2m_test_21181@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,B.D.Memorial,911100221549,s2m_test_20553@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,N S N Mat. Hr. Sec. School,911100222166,s2m_test_21177@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 4,Kamala niketan Montessori School,911100222165,s2m_test_21176@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Kumarans,911100222158,s2m_test_21169@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Manjusire public school,911100222167,s2m_test_21178@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Maple Tree School,911100222172,s2m_test_21183@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 1,Kothari International School,911100222176,s2m_test_21187@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Sri aurobindo international school,911100222198,s2m_test_21210@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,AKSHAR,911100222192,s2m_test_21204@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Sishya Adyar,911100222193,s2m_test_21205@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Sangam school of excellence,911100222221,s2m_test_21233@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Swarnim International school,911100222219,s2m_test_21231@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 1,2 [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 2,Nsn matriculation school,911100222217,s2m_test_21229@tests2m.com,24-04-2020 18:00:00,
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 3,Manasvi.G,911100222216,s2m_test_21228@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Swarnim international school,911100222212,s2m_test_21224@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,SAIS hyd,911100222012,s2m_test_21188@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Friday, April 24, 2020",Duplicate - Trial,Grade 2,"Delhi Public School, Bangalore South",911100221895,s2m_test_21782@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,B D International,911100222182,s2m_test_21194@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,Kamaal niketan montassory school,911100222186,s2m_test_21198@tests2m.com,24-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Friday, April 24, 2020",Trial,Grade 4,B.D.M INTERNATIONAL,911100222173,s2m_test_21184@tests2m.com,24-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,N. S. N matriculation higher secondary school,911100222229,s2m_test_21242@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,KAMALA NIKETAN MONTESSORI school,911100222234,s2m_test_21247@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Nsn memorial chitlapakkam,911100222233,s2m_test_21246@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,BGS MPS,911100222230,s2m_test_21243@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,N.S.N,911100222238,s2m_test_21251@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Kamala niketan Montessori school (CBSE),911100222224,s2m_test_21237@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Sri aurobindo international school,911100222220,s2m_test_21232@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Mahavir institute of education research centre,911100222199,s2m_test_21211@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Duplicate - Trial,Grade 2,Mahavir institute of education research centre,911100222199,s2m_test_21211@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,Vijay kids,911100222201,s2m_test_21213@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,Nsn matriculation school,911100222203,s2m_test_21215@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Samashti,911100222242,s2m_test_21255@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Kumarans,911100222240,s2m_test_21253@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Kle school gadag,911100222215,s2m_test_21227@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Duplicate - Trial,Grade 1,N. S. N matriculation higher secondary school,911100222229,s2m_test_21242@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,The Mellnium school kalanwali,911100222214,s2m_test_21226@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,NSN CHROMPET,911100222210,s2m_test_21222@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,Alburooj international school,911100222195,s2m_test_21207@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,SKCA,911100222190,s2m_test_21202@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,Kamalaniketan Montessori CBSE school,911100222187,s2m_test_21199@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,"Don Bosco school, siliguri",911100222185,s2m_test_21197@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,Kendriya NO. 2 Golconda,911100222184,s2m_test_21196@tests2m.com,25-04-2020 11:45:00,Present (Grade 8)
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,SKCH,911100222183,s2m_test_21195@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Amrit Vidyalaya,911100222200,s2m_test_21257@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Saint Paul's,911100222818,s2m_test_21842@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,kamala niketan montessori school,911100222237,s2m_test_21250@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,NSN,911100222819,s2m_test_21843@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Delhi Public School,911100222236,s2m_test_21249@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Delhi public world school,911100222235,s2m_test_21248@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,S.D Vidya,911100222820,s2m_test_21844@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,CCA,911100222232,s2m_test_21245@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,army public school delhi cantt,911100222231,s2m_test_21244@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 1,BGS Modul Public School,911100222230,s2m_test_21243@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 4,BDMI,911100222182,s2m_test_21194@tests2m.com,25-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,DAV Girls Sr Sec School,911100222228,s2m_test_21241@tests2m.com,25-04-2020 11:45:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Kamala Niketan Montessori School (CBSE),911100222225,s2m_test_21238@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Kamala niketan Montessori school (cbse),911100222223,s2m_test_21236@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,NSN Memorial Sr. Sec. School,911100222222,s2m_test_21235@tests2m.com,25-04-2020 11:45:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Sri aurobindointernstional school,911100222220,s2m_test_21234@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Nsn school,911100222218,s2m_test_21230@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Srm public school,911100222213,s2m_test_21225@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Manju,911100222211,s2m_test_21223@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Harshul,911100222208,s2m_test_21220@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,Nsn matriculation higher secondary school,911100222207,s2m_test_21219@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 2,Thriveni Academy CBSE school,911100222205,s2m_test_21217@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 1,kamala niketan montessori school,911100222178,s2m_test_21190@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Duplicate - Trial,Grade 1,Nsn matriculation school,911100222203,s2m_test_21215@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Saturday, April 25, 2020",Duplicate - Trial,Grade 1,Kothari International School,911100222176,s2m_test_21187@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,KLE society English medium school manjunath nagar Hubali,911100222267,s2m_test_21280@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Don Bosco School,911100222264,s2m_test_21277@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,jgi,911100222258,s2m_test_21271@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Sanskriti,911100222257,s2m_test_21270@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Al Burooj international school,911100222245,s2m_test_21259@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Kamala niketan Montessori school(cbse),911100222239,s2m_test_21252@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Kamala Niketan Montessori CBSE School,911100222241,s2m_test_21254@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,KNMS,911100222209,s2m_test_21221@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Nsn,911100222206,s2m_test_21218@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Knms,911100222181,s2m_test_21193@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Kle  cbse   English  medium,911100222202,s2m_test_21214@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Navy Children's School,911100222821,s2m_test_21845@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,dps,911100222765,s2m_test_21846@tests2m.com,25-04-2020 11:45:00,Present
